images,mtype,name,package_volume,price,sku,subtype,type,volume,weight
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000714025.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000714025.jpg']",household/food-snacks-candy/mints,"Breath Savers Breath Mint Rolls, Sugar Free, Peppermint, .75 oz rolls - 8 pk",NonexNonexNone,6.29,0362272,mints,household,3.4 x0.74 x8.47 ,0.4167 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/009800006335.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/009800006335.jpg']",household/food-snacks-candy/mints,"Tic Tac Mints, Orange 3.4 oz (98 g)",NonexNonexNone,3.49,0364717,mints,household,2.35 x1.7 x3.85 ,0.3104 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/0364438MentosT104867.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/0364438MentosT104867.jpg']",household/food-snacks-candy/mints,"Mentos Mint, Chewy, Mint 6 - 1.3 oz rolls 7.8 oz (225 g)",NonexNonexNone,4.19,0364438,mints,household,4.8 x0.85 x7.45 ,0.5542 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000009954.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000009954.jpg']",household/food-snacks-candy/mints,"Ice Breakers Sours, Sugar-Free, Assorted Flavors - 1.5 oz",NonexNonexNone,2.69,0306608,mints,household,3.05 x0.8 x3.05 ,0.1589 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000000081.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000000081.jpg']",household/food-snacks-candy/mints,"Ice Breakers Mints, Sugar Free, Cinnamon, with Flavor Crystals - 1.5 oz ",NonexNonexNone,2.69,8005710,mints,household,3.05 x0.85 x3.05 ,0.144 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000006656.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000006656.jpg']",household/food-snacks-candy/mints,"Ice Breakers Mints, Sugar Free, Fruit + Cool, Strawberry - 1.3 oz",NonexNonexNone,2.69,0364698,mints,household,3.05 x0.7 x3.05 ,0.119 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000000982.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000000982.jpg']",household/food-snacks-candy/mints,"Ice Breakers Sours, Sugar Free, Assorted Fruit - 1.5 oz",NonexNonexNone,2.69,0306905,mints,household,3.05 x0.8 x3.05 ,0.157 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/009800007639.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/009800007639.jpg']",household/food-snacks-candy/mints,"Tic Tac Mints, Orange - 1 oz",NonexNonexNone,1.49,0334039,mints,household,1.8 x0.65 x2.85 ,0.0896 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000000067.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000000067.jpg']",household/food-snacks-candy/mints,"Ice Breakers Mints, Sugar Free, Spearmint - 1.5 oz",NonexNonexNone,2.69,0334437,mints,household,3.05 x0.8 x3.05 ,0.1349 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/009800007608.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/009800007608.jpg']",household/food-snacks-candy/mints,"Tic Tac Mints, Fruit Adventure 1 oz (29 g)",NonexNonexNone,1.49,0364537,mints,household,1.8 x0.65 x2.85 ,0.0816 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000000098.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000000098.jpg']",household/food-snacks-candy/mints,"Ice Breakers Mints, Sugarfree, Wintergreen - 1.5 oz",NonexNonexNone,2.69,8005602,mints,household,3.05 x0.8 x3.05 ,0.1547 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159359.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159359.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159359_1_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159359_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159359_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159359_4.jpg']",household/food-snacks-candy/mints,"Altoids Mints, Cinnamon, 1.76 oz - 1 ct",NonexNonexNone,2.49,0320370,mints,household,3.78 inchesx0.83 inchesx2.42 inches,2.9 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159342.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159342.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159342_1_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159342_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159342_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159342_4.jpg']",household/food-snacks-candy/mints,"Altoids Mints, Wintergreen, 1.76 oz - 1 ct",NonexNonexNone,2.49,0317804,mints,household,3.78 inchesx0.83 inchesx2.42 inches,2.8 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000000074.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/034000000074.jpg']",household/food-snacks-candy/mints,"Ice Breakers Mints, Sugar Free with Flavor Crystals, Coolmint - 1.5 oz",NonexNonexNone,2.69,8005709,mints,household,3.05 x0.8 x3.1 ,0.1549 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/009800007615.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/009800007615.jpg']",household/food-snacks-candy/mints,Tic Tac Freshmints - 1 oz,NonexNonexNone,1.49,0333982,mints,household,1.75 x0.65 x2.9 ,0.0896 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159335.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159335.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159335_1_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159335_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159335_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159335_4.jpg']",household/food-snacks-candy/mints,"Altoids Mints, Peppermint, 1.76 oz - 1 ct",NonexNonexNone,2.49,0084266,mints,household,3.75 inchesx0.85 inchesx2.45 inches,2.8 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159311.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159311.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159311_1_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159311_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159311_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000159311_4.jpg']",household/food-snacks-candy/mints,"Altoids Mints,  Spearmint, 1.76 oz - 1 ct",NonexNonexNone,2.49,0324505,mints,household,3.7825 inchesx0.8255 inchesx2.418 inches,3.14 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/012546308014.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/012546308014.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/012546308014_2.jpg']",household/food-snacks-candy/gum,"Dentyne Pure Mint & Herbal Sugar Free Gum, 1 Pk - 9 Pc",NonexNonexNone,1.29,0375104,gum,household,3.47 inchesx2.68 inchesx0.36 inches,0.634931 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/012546676281.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/012546676281.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/012546676281_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/012546676281_3.jpg']",household/food-snacks-candy/gum,"Trident White Gum Bottle, Peppermint - 60 ct",NonexNonexNone,4.59,0364637,gum,household,2.445 inchesx2.445 inchesx3.055 inches,0.183 lbs
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/012546676090.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/012546676090.jpg']",household/food-snacks-candy/gum,"Trident Gum, Sugar Free, Peppermint 16 pieces",NonexNonexNone,$8.06 per 100  (on regular retail),0364624,gum,household,3.25 x0.75 x1.9 ,0.0698 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000135803.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000135803.jpg']",household/food-snacks-candy/gum,"Hubba Bubba Bubble Blast Bubble Gum Bag, 12.7 ounce",NonexNonexNone,,0376168,gum,household,9.75 inchesx1.5 inchesx7.125 inches,14 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000027863.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000027863.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000027863_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000027863_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000027863_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000027863_4.jpg']",household/food-snacks-candy/gum,"5 Gum, Alert Caffeine Fruit",NonexNonexNone,,0370332,gum,household,2 inchesx0.9 inchesx4.88 inches,0.9 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000027856.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000027856.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000027856_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000027856_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000027856_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000027856_4.jpg']",household/food-snacks-candy/gum,"5 Gum, Alert Caffeine Mint",NonexNonexNone,,0370323,gum,household,2 inchesx0.9 inchesx4.88 inches,0.9 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019189.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019189.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019189_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019189_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019189_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019189_4.jpg']",household/food-snacks-candy/gum,"Orbit White Peppermint Sugarfree Gum, 40 Piece Bottle",NonexNonexNone,,0376204,gum,household,3.4 inchesx2.68 inchesx2.54 inches,3.7 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019172.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019172.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019172_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019172_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019172_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019172_4.jpg']",household/food-snacks-candy/gum,"Orbit White Spearmint Sugarfree Gum, 40 Piece Bottle",NonexNonexNone,,0376205,gum,household,3.4 inchesx2.68 inchesx2.54 inches,3.7 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019080.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019080.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019080_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019080_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019080_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000019080_4.jpg']",household/food-snacks-candy/gum,"Extra Cinnamon Sugarfree Gum, single pack",NonexNonexNone,,0376139,gum,household,3 inchesx0.5 inchesx2.45 inches,1.6 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017901.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017901.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017901_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017901_2.jpg']",household/food-snacks-candy/gum,"5 Gum, Sugar Free, Spearmint Rain - 35 sticks",NonexNonexNone,,0376144,gum,household,4.3 inchesx0.8 inchesx3.21 inches,4.6 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017895.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017895.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017895_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017895_2.jpg']",household/food-snacks-candy/gum,"5 Gum, Sugar Free, Peppermint Cobalt - 35 sticks",NonexNonexNone,,0376140,gum,household,4.3 inchesx0.8 inchesx3.21 inches,4.6 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017888.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017888.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017888_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017888_2.jpg']",household/food-snacks-candy/gum,"Extra Polar Ice Sugarfree Gum, 35-stick pack",NonexNonexNone,,0375602,gum,household,4.28 inchesx0.8 inchesx3.22 inches,4.7 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017871.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017871.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017871_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000017871_2.jpg']",household/food-snacks-candy/gum,"Extra Spearmint Sugarfree Gum, 35-stick pack",NonexNonexNone,,0375589,gum,household,4.25 inchesx0.8 inchesx3.23 inches,4.7 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000015853.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000015853.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000015853_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000015853_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000015853_3.jpg']",household/food-snacks-candy/gum,"Juicy Fruit Original Bubble Gum, 5 Piece Single Pack",NonexNonexNone,,0366514,gum,household,3.85 inchesx0.54 inchesx1 inches,1.472 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000015532.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000015532.jpg']",household/food-snacks-candy/gum,"5 Gum, Suagr Free, Wintermint Ascent",NonexNonexNone,,0366485,gum,household,3.05 inchesx0.5 inchesx2.45 inches,1.68 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000012852.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000012852.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000012852_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000012852_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/022000012852_3.jpg']",household/food-snacks-candy/gum,"Juicy Fruit Fruity Chews Original Sugarfree Gum, 40 piece bottle",NonexNonexNone,,0382233,gum,household,2.55 inchesx2.68 inchesx3.4 inches,3.8 oz
