images,mtype,name,package_volume,price,sku,subtype,type,volume,weight
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822307789_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822307789_1.jpg']",household/paper-plastic/cups-plates-utensils,"Big Win Designer Ultra Paper Plates, 10.06 in - 20 ct",NonexNonexNone,3.99,0372638,cups-plates-utensils,household,10.06 inchesx10.06 inchesx1.5 inches,1.08 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822307796_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822307796_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822307796_2.jpg']",household/paper-plastic/cups-plates-utensils,Big Win Crystal Cutlery Spoon - 24 ct,NonexNonexNone,2.79,0372639,cups-plates-utensils,household,4.5 inchesx1.3 inchesx6.8 inches,24 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822269445_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822269445_1.jpg']",household/paper-plastic/cups-plates-utensils,"Big Win Designer Bath Paper Cups, 3oz - 200 ct",NonexNonexNone,5.79,0372694,cups-plates-utensils,household,4.5 inchesx4.5 inchesx9.75 inches,1.08 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000156752_5.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000156752_5.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000156752_1_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000156752_2_2.jpg']",household/paper-plastic/cups-plates-utensils,"Dixie Everyday Printed Paper Cold Cups, 9 oz. - 54 ct.",NonexNonexNone,4.99,8009836,cups-plates-utensils,household,3.035 inchesx6.07 inchesx7.985 inches,54 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/070652651349.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/7/070652651349.jpg']",household/paper-plastic/cups-plates-utensils,H2O On-The-Go Sport Bottle - 1 lt,NonexNonexNone,4.49,0346714,cups-plates-utensils,household,4 inchesx7.75 inchesx4 inches,0.375 lbs
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448949_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448949_1.jpg']",household/paper-plastic/cups-plates-utensils,"Big Win Printed Bowls, 20 oz - 24 Ct",NonexNonexNone,3.79,8021417,cups-plates-utensils,household,7.5 inchesx2.95 inchesx7.6 inches,0.67 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448840.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448840.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448840_2.jpg']",household/paper-plastic/cups-plates-utensils,Big Win Flexible Plastic Straws - 100 ct,NonexNonexNone,2.99,8022403,cups-plates-utensils,household,3.25 inchesx2.4 inchesx7.95 inches,100 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448864.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448864.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448864_2.jpg']",household/paper-plastic/cups-plates-utensils,Big Win Heavy Duty Spoons - 24 ct,NonexNonexNone,1.99,8021553,cups-plates-utensils,household,3.85 inchesx1.5 inchesx6 inches,24 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448857.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448857.jpg']",household/paper-plastic/cups-plates-utensils,Big Win Heavy Duty Forks - 24 ct,NonexNonexNone,1.99,8021554,cups-plates-utensils,household,3.8 inchesx1.8 inchesx6.4 inches,0.225 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822555746.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822555746.jpg']",household/paper-plastic/cups-plates-utensils,"Simplify Paper Cups, 9oz - 20 ct",NonexNonexNone,1.00,8018656,cups-plates-utensils,household,2.75 inchesx2.75 inchesx4.5 inches,0.375 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822555722.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822555722.jpg']",household/paper-plastic/cups-plates-utensils,"Simplify Paper Plates, 6 7/8 in - 17 ct",NonexNonexNone,1.00,8018755,cups-plates-utensils,household,6.875 inchesx6.875 inchesx1 inches,0.375 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822555852.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822555852.jpg']",household/paper-plastic/cups-plates-utensils,"Simplify Paper Plates, 10 1/16 in - 8 ct",NonexNonexNone,1.00,8018750,cups-plates-utensils,household,10.06 inchesx10.06 inchesx2 inches,0.29 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822616638.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822616638.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822616638_2.jpg']",household/paper-plastic/cups-plates-utensils,Big Win Crystal Clear Forks - 24 ct,NonexNonexNone,2.79,0361663,cups-plates-utensils,household,4.9 inchesx1.3 inchesx7.4 inches,0.47 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448833.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448833.jpg']",household/paper-plastic/cups-plates-utensils,Big Win Crystal Cutlery Mix - 24 ct,NonexNonexNone,2.79,8021932,cups-plates-utensils,household,4.4 inchesx1.95 inchesx8.35 inches,24 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448963.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448963.jpg']",household/paper-plastic/cups-plates-utensils,"Big Win Clear Plastic Cup, 10 oz - 18 ct",NonexNonexNone,2.99,8022173,cups-plates-utensils,household,3.95 inchesx3.35 inchesx8.45 inches,0.355 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822555845.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822555845.jpg']",household/paper-plastic/cups-plates-utensils,"Simplify Paper Plates, 8 5/8 in - 17 ct",NonexNonexNone,1.00,8018749,cups-plates-utensils,household,8.625 inchesx8.625 inchesx1 inches,0.45 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448987.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448987.jpg']",household/paper-plastic/cups-plates-utensils,"Big Win Red Cups, 16 oz - 20 ct",NonexNonexNone,2.99,8021419,cups-plates-utensils,household,4.8 inchesx5.15 inchesx10.45 inches,20 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822554008_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822554008_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822554008_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822554008_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822554008_4.jpg']",household/paper-plastic/cups-plates-utensils,Big Win Everyday Napkins - 120 ct,NonexNonexNone,1.59,8021403,cups-plates-utensils,household,11.625 inchesx6.25 inchesx3.5 inches,0.47 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822616614.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822616614.jpg']",household/paper-plastic/cups-plates-utensils,"Big Win Printed Plates, 7 in - 50 ct",NonexNonexNone,3.79,0361661,cups-plates-utensils,household,6.8 inchesx6.8 inchesx2.25 inches,1 pints
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448925.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448925.jpg']",household/paper-plastic/cups-plates-utensils,"Big Win Designer Paper Plates, 10.06 in - 24 ct",NonexNonexNone,3.79,8021416,cups-plates-utensils,household,10.06 inchesx10.06 inchesx1.5 inches,1.25 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448994.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448994.jpg']",household/paper-plastic/cups-plates-utensils,"Big Win Translucent Cup, 16 oz - 50 ct",NonexNonexNone,5.99,8022172,cups-plates-utensils,household,7.65 inchesx4.1 inchesx12.25 inches,16 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448932.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448932.jpg']",household/paper-plastic/cups-plates-utensils,"Big Win Designer Paper Plates, 8.6 in - 45 ct",NonexNonexNone,3.79,8021415,cups-plates-utensils,household,8.6 inchesx8.6 inchesx2 inches,1.25 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822307703.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822307703.jpg']",household/paper-plastic/cups-plates-utensils,"Big Win Red Cups, 18 fl oz - 50 ct",NonexNonexNone,5.99,0372640,cups-plates-utensils,household,8.3 inchesx4.3 inchesx11.95 inches,18 fluid oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448956.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822448956.jpg']",household/paper-plastic/cups-plates-utensils,"Big Win Uncoated Paper Plates, 9 in - 100 ct",NonexNonexNone,4.29,8021288,cups-plates-utensils,household,9 inchesx9 inchesx2.25 inches,1.58 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822616621.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822616621.jpg']",household/paper-plastic/cups-plates-utensils,"Big Win Designer Paper Plates, 8.6 Inch - 95 count",NonexNonexNone,6.99,0361662,cups-plates-utensils,household,8.6 inchesx8.6 inchesx4.5 inches,2.83 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000154123.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000154123.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000154123_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000154123_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000154123_3.jpg']",household/paper-plastic/cups-plates-utensils,"Dixie Ultra Printed Paper Bowls, 20 oz., 26 ct.",NonexNonexNone,4.99,0378003,cups-plates-utensils,household,3.31 inchesx7.38 inchesx7.38 inches,26 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000158039.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000158039.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000158039_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000158039_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000158039_3.jpg']",household/paper-plastic/cups-plates-utensils,"Dixie Ultra Printed Paper Plates, 10 inch, 20 ct.",NonexNonexNone,4.99,8022325,cups-plates-utensils,household,1.791 inchesx10.08 inchesx10.08 inches,20 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000151238.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000151238.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000151238_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000151238_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000151238_3.jpg']",household/paper-plastic/cups-plates-utensils,"Dixie Everyday Printed Paper Plates, 6.875 inch, 50 ct.",NonexNonexNone,4.99,8019270,cups-plates-utensils,household,1.875 inchesx6.948 inchesx6.948 inches,50 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000151344.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000151344.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000151344_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000151344_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000151344_3.jpg']",household/paper-plastic/cups-plates-utensils,"Dixie Everyday Printed Paper Bowls, 10 oz., 36 ct.",NonexNonexNone,4.99,8019273,cups-plates-utensils,household,3.371 inchesx5.812 inchesx5.812 inches,36 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000151214.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000151214.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000151214_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000151214_2.jpg']",household/paper-plastic/cups-plates-utensils,"Dixie Everyday Printed Paper Plates, 8.5 inch, 48 ct.",NonexNonexNone,4.99,8019272,cups-plates-utensils,household,2.489 inchesx8.58 inchesx8.58 inches,48 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000439008_6.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000439008_6.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000439008_1_4.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000439008_2_3.jpg']",household/paper-plastic/cups-plates-utensils,"Dixie Everyday Printed Paper Plates, 10 inch, 26 ct.",NonexNonexNone,4.99,8019271,cups-plates-utensils,household,1.815 inchesx10.13 inchesx10.13 inches,26 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000432955_5.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000432955_5.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000432955_1_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000432955_2_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/042000432955_3_2.jpg']",household/paper-plastic/cups-plates-utensils,"Dixie To Go Printed Paper Hot Cups with Lids, 12 oz. - 14 ct.",NonexNonexNone,4.99,0341278,cups-plates-utensils,household,3.625 inchesx7 inchesx8 inches,14 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000998570.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000998570.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000998570_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000998570_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000998570_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000998570_4.jpg']",household/paper-plastic/bath-tissue,Charmin Ultra Soft Toilet Paper Rolls - 12 ct,NonexNonexNone,13.99,8022361,bath-tissue,household,4 x12.1 x15.8 ,12 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977902.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977902.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977902_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977902_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977902_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977902_4.jpg']",household/paper-plastic/bath-tissue,Charmin Ultra Strong Toilet Paper Rolls - 4 ct,NonexNonexNone,8.99,0383508,bath-tissue,household,4.79 x9.59 x7.9 ,4 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000941545.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000941545.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000941545_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000941545_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000941545_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000941545_4.jpg']",household/paper-plastic/bath-tissue,Charmin Ultra Strong Toilet Paper Rolls - 12 ct,NonexNonexNone,22.99,0383636,bath-tissue,household,4.8 x14.4 x15.8 ,12 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000941064.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000941064.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000941064_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000941064_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000941064_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000941064_4.jpg']",household/paper-plastic/bath-tissue,Charmin UItra Strong Toilet Paper Rolls - 4 ct,NonexNonexNone,4.79,8020004,bath-tissue,household,4 x8.1 x7.9 ,4 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000132585.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000132585.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000132585_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000132585_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000132585_4.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000132585_5.jpg']",household/paper-plastic/bath-tissue,Charmin Ultra Soft Toilet Paper Double Rolls - 4 ct,NonexNonexNone,4.79,8022360,bath-tissue,household,4 inchesx8.1 inchesx7.9 inches,0.64 lbs
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822621212.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822621212.jpg']",household/paper-plastic/bath-tissue,"Big Win Ultra Soft Bath Tissue, Mega Roll - 6 pk",NonexNonexNone,9.49,8022949,bath-tissue,household,9.8 inchesx4.9 inchesx11.76 inches,1.85 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822836128.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822836128.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822836128_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822836128_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822836128_4.jpg']",household/paper-plastic/bath-tissue,"Big Win Soft & Strong Bath Tissue, Mega Roll - 6 ct",NonexNonexNone,7.49,8024047,bath-tissue,household,10.38 inchesx5.19 inchesx12 inches,2.36 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00036000454789.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00036000454789.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00036000454789_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00036000454789_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00036000454789_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00036000454789_4.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00036000454789_5.jpg']",household/paper-plastic/bath-tissue,"Cottonelle Clean Care Big Roll Toilet Paper, 150 Sheets Per Roll, 18 Count",12.54 inchesx8.36 inchesx11.46 inches,13.99,8020424,bath-tissue,household,12.54 inchesx8.36 inchesx11.46 inches,2.628 lb
